,text,sentiment
516,طييييب يوم كده !! 😂 بس احسن ما يكون اخر حاجه وانا بقول كده مش عايزه حد يزعل مني 🥺,Mixed
517,السلام عليكم ورحمة الله وبركاته مرحبا انا مشتركة عندكم من فترة طويلة بحساب رقم (24224241242) ولكني غير قادرة على تعديل او تحديث بياناتي بالرغم من رقم سري صحيح 😥,Negative
518,اخيرا لقيتك يا حبيبتي انا فرحان اوي انك موجوده هنا ❤,Positive
519,شكرًا على المكالمة، تم الإنتهاء من إنهاء المكالمة وأتمنى لكم يومًا سعيدًا ومميزًا,Neutral
520,انا بحبكم جدا واتمنى اني اكون عند حسن ظنكم 😍,Positive
521,احنا بنخاف نروح الزبالين علشان الزبالين عندنا بيبنى عمارات وبيجيبوا سيارات من الزبالة,Negative
522,البرنامج بيتقطع فجأة ولما بتصل استقبال بترد عليا الماكينه بتقولي ان كل الموظفين مشغولين، والله حرام كده 😬,Negative
523,ياريت تشوفولي حل يا جماعه انا محتاجه اعمل تجديد الهوية، بس ملقتش المحافظة بتاعتي نزلت علي ابشر 💔,Negative
524,انا متضايقة اوي اليوم وعايزة حد يسمعني بلاش تعليقات يعني ارجوكم 😥,Negative
525,بجد بجد احنا مبسوطين جدا انكم رجعتوا، كلنا اشتاقنا ليكم 😭,Positive
526,فقدت موبايلي اليوم يا خسارة 😭💔,Negative
527,لقيت موبايلي الحمدالله بعد ما فقدته 😍❤️,Positive
528,حبيت اشتري هذا الجوال بس سعره غالي شوي 😒,Mixed
529,المحل دايم زحمه ليه كدا ؟؟,Negative
530,المحل ده مريح ومفيش زحمه خالص ❤️,Positive
531,الموظف خدومين جدا بس الدفع كاش بس 🙄,Mixed
532,الدفع كاش بس دا حاجه سيئة المفروض يكون في دفع الكتروني 😭,Negative
533,الموظفين مش محترمين خالص والخدمة سيئة 😒,Negative
534,ماشاء الله تبارك الله البضاعة روعه والموظفين محترمين ❤️,Positive
535,ماجاني شي لي شهر. مسوي اعادة تمويل ولا جتني نقاط,Negative
536,السلام عليكم ، اود تحديث عنواني في ابشر لاجل تجديد الهوية، لكن محافظتي غير موجودة بالقائمة انا من محافظة العيص تابعة لمنطقة المدينة المنورة ارجو الافادة لاقوم بتجديد الهوية قبل انتهائها,Neutral
537,"السلام عليكم
لو سمحت حابة استفسر معليش اليوم ينتهي تاريخ هويتي وحابة استفس بالكثير متى ممكن أجددها ؟ من غير غرامات ولا مخالفات وشكرا",Neutral
538,"السلام عليكم
من يوم 20 اغسطس ٢٠٢٣ وانا انتظر قشره الطابلون لوجود عيب صناعه وحتي الان لم تحضر القطعه من اليابان
هل يعقل اكتر من ست اشهر من الانتظار
وكلما نتصل يقولون نفس الشي لم تصل
ارجو الحل",Negative
539,شلون احسب نقاطي واشوف😣,Neutral
540,"الدعاية 👎🏻👎🏻👎🏻
وين فخامة والله ماهو حول الفخامة .

والله لو جايبين واحد من عيالنا وصورته كان بان الشماغ ورزته.

لو عندكم بدل رياضة كان مشت
بس شماغ ماتمشي",Negative
541,"انتم كذابين لم تحلو موضوعي تماطلون عشان ما تعطوني العرض وتجبروني اخذ بالنسبة الجديدة
ليه تماطلون حتى انتهت عروض يوم التأسيس !؟
بأي وجه حق!؟
هل هذا حق انكم تماطلون شهر عشان تنتهي العروض !؟
هل من حقكم الي قاعد يسير !؟",Negative
542,"لدي مشكلة بسبب التحويل و تسببت لي بأضرار مالية
ارجو التواصل",Negative
543,انضمة الدوله الجديده متى تطبقونها ي مصرف لها 15 يوم ماتطبقت,Negative
544,رقم تواصل مبيعات لاهنتو,Neutral
545,ههههههههههه، اتوقع الاستاذ مختنق، مسكين,Neutral
546,شكراً أخوي ما قصرت,Positive
547,والله زهقنا منك، هو انت بترد علينا ولا لأ,Negative
548,اشكرك على تجاوبك معاي,Positive
549,ما توقعت انكم فاشلين كده,Negative
550,صراحه الموضوع خرا !!,Negative
551,كفو الرجال ✊🏼,Positive
552,ماشاء الله ❤️,Positive
553,❤️، مخنا بس البنك الفاشل,Mixed
554,من افضل الموظفين، يعطي اللي يبغالوا بكل حب,Positive
555,ماشاء الله عليك 🌷,Positive
556,تعبنا من وراكم، هو انتو شغلين صح ولا لأ؟,Negative
557,جداً رائع، هتخلي الموقع شكله حلو,Positive
558,اعوذ بالله، من اسوأ المواقع اللي زرتها في حياتي,Negative
559,❤️، شكراً ❤️,Positive
560,من كثر ما انت فاشل، مفكرتش تعمل حاجه صح,Negative
561,والله حرام اللي بتعملوه فينا,Negative
562,ممكن تجرب تتصل بالخط الساخن؟,Neutral
563,تعبنا منك ياعم، احنا مش ضامنين فلوسنا عندك,Negative
564,ما ترد على رسايلنا ليه؟,Negative
565,يا جماعة ويليييي 😭 الراجحي يفصل خط الارقام المتصله ببطاقتي الائتمانية ويفصلها عن حسابي واعليها نقاط كتيررر واستخدمها كثيررررر لو تفصلوا اختنق,Negative
566,ياساتر 😭 من جد ضحكتني ذي حالات فيس بوك اهههههههههههههههههههههههههههههههههه,Positive
567,تطبيق روعه بصراحة يستحق كل الاحترام والتقدير ❤️🇸🇦👌🏻,Positive
568,من جد حلو التطبيق بس فيه بعض المشاكل البسيطة وراح تزول ان شاء الله الله يوفق من قام بهذا العمل الرائع ماشاء الله تبارك الله,Mixed
569,التطبيق سيء جداً والخدمه فيه سيئه جداً و الاكل سيء مو نظيف,Negative
570,ممكن مساعدة الله يجزاكم كل خير❤️🌸,Neutral
571,في احد عنده تجربه مع زين 💔🔥,Negative
572,كنت اتمنى مافي مسلسلات هنديه عندنا 👎🏼 اذا ماعجبكم رايي لا تتابعوني 😔,Negative
573,💔💔المفروض يكون 20000ريال بودي تواصل معنا,Negative
574,يارب رزق حلال وعاجل 🤲🏻,Neutral
575,مبروك الاختبار وربنا يوفقك يارب على الدوام,Positive
576,مشروع 100 مليون شجرة شغله عظيمة يا رب يبارك فيها ويوفقكم يارب في إنشاء البحيرات والحياة الكريمة 🌸,Positive
577,يا جماعه ايه الكلام ده ؟ ده انتو مفهمتوش 🙄,Mixed
578,إيه دا يا جوجل ما تحطولي أفكار 🤬,Negative
579,و الله يا عمي 👎 كده كأنك بتستهبلنا,Negative
580, مش عاجبك تيجو نبعتكوا حبايبنا الفيران 🙄,Mixed
581,اللهم صل وسلم على نبينا محمد وعلى آلة وصحبة أجمعين ❤,Positive
582,يا جماعات الخير ايه الحل في الموقف دا 💔,Negative
583,يا سلام عليك يا استازة يارب تنجحي وتفتكري جميلنا ده 💗,Positive
584,انتا بتقول كده وبتعمل كده تاني يا جدع 🙄,Mixed
585,رجعت لاختبارات المدرسة متفائل بس لعبها عليا الفيزيا والكيميا 🤦‍♂️💔,Mixed
586,الله لا يوفقك ياللي مخترع اختبارات القبول بالجامعة 😭😭😭,Negative
587,يارب خير يارب يكون قبول 🤲🏻,Positive
588,الله يسعدكم شفتوا التخفيضات عند فلان 😱😱😱,Positive
589,بصراحة مطعم جديد مختص بالوجبات البحرية في فلان 👌🍤🍤🍤,Positive
590,السلام عليكم 🙏🏻 حبيت اسأل عن سعر كذا وكذا وهل يوجد ضمان ؟,Neutral
591,بصراحة مايستحق يكون سعره أغلى من كذا 😤😤,Negative
592,حجزت الطلب قبل ساعة بس لغاية الحين ما وصل 😭😭😭,Negative
593,فعلاً هذا أفضل منتج اشتريته في حياتي 😍😍,Positive
594,تم تسجيل الدخول وحسابي حذف ! 😭😭😭,Negative
595,الله يرزقنا من واسع فضله Negative,Negative
596,بصراحة اتمنى لو تجمعكم دايم Negative,Negative
597,انحش يابو وجهين Negative,Negative
598,حتى متى بتفضل قدامي وانا مالي نفس اتكلم معاك Negative,Negative
